Text,Sentiment
 goodnit support donald trump tho man liter cri attent veri app everi singl day,"tf.Tensor(0, shape=(), dtype=int32)"
 donald juvenil trump,"tf.Tensor(1, shape=(), dtype=int32)"
 transcript releas saturday impeach inquiri show ambassador gordon sondland play central role presid donald trump effort push ukrain conduct polit investig condit receiv need militari aid,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump noth corrupt liar fix,"tf.Tensor(0, shape=(), dtype=int32)"
 unravel rudi giuliani no one member donald trump coteri have fall america mayor,"tf.Tensor(0, shape=(), dtype=int32)"
 would have take money steal american live happili ever tropic island doesn t snow thank good not donald trump oh tangl web weav first practic deceiv,"tf.Tensor(2, shape=(), dtype=int32)"
 nope no way fail health check win t allow donald trump and croni continu extort govern much money can get proverbi pip squeak donald get hand catch till though,"tf.Tensor(2, shape=(), dtype=int32)"
 lorna probabl donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 68 year old donald trump 73 year old complic drama have come way prove other awesom would have resign retir long ago,"tf.Tensor(2, shape=(), dtype=int32)"
 kind person compris charact follow donald trump unless have charact trait trump,"tf.Tensor(2, shape=(), dtype=int32)"
 maga focus issu not biden obama donald trump have violat us constitut should impeach believ everyth read consid everyth els fake can t chang trump disast countri world,"tf.Tensor(0, shape=(), dtype=int32)"
 d ck delight know donald j trump still presid boss,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump fail businessman lose 1 billion while leav behind trail bankruptci break promis doesn t want us believ word ear fuckoff45,"tf.Tensor(0, shape=(), dtype=int32)"
 love idea shall start hashtag secretballot,"tf.Tensor(2, shape=(), dtype=int32)"
 evolut donald trump presidenti campaign via,"tf.Tensor(1, shape=(), dtype=int32)"
 fox news more like trump impeach shield,"tf.Tensor(2, shape=(), dtype=int32)"
 impeach trial donald trump might look like,"tf.Tensor(1, shape=(), dtype=int32)"
 have studi psycholog research,"tf.Tensor(1, shape=(), dtype=int32)"
 katyal donald trump antichrist full stop may not know use word sentenc know lie straight face without shame show multipl satan person not impeach get wors,"tf.Tensor(0, shape=(), dtype=int32)"
 adam schiff slam donald trump charlatan speech california democrat new york post,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump dad,"tf.Tensor(1, shape=(), dtype=int32)"
 could tri more guilt induc true god donald trump side god certain isn t side trump associ paul manafort roger stone michael flynn lev parna igor fruman rick gate michael cohen,"tf.Tensor(2, shape=(), dtype=int32)"
 men build mani wall not enough bridg joseph fort newton lazi trait black believ no black person presid time soon donald trump,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump have medic could resign indict declar non compus menti,"tf.Tensor(1, shape=(), dtype=int32)"
 stock close today 28 thousand first time histori thank donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 take ball game donald trump embarrass recept world seri defin moment presid,"tf.Tensor(0, shape=(), dtype=int32)"
 thank terrif open tonight iter gop exact opposit one grow up astound amor mental ill grifter continu support immor gop russian own,"tf.Tensor(2, shape=(), dtype=int32)"
 call name twitter get upset donald trump say fact former ambassador ukrain new presid ukrain didn t like fact re hypocrit disgust hypocrit don t let bother,"tf.Tensor(0, shape=(), dtype=int32)"
 twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch via,"tf.Tensor(1, shape=(), dtype=int32)"
 long small group nation capit have reap reward govern while peopl have bear cost presid donald j trump inaugur address jan 20 2017 draintheswamp trump2020 kag2020,"tf.Tensor(0, shape=(), dtype=int32)"
 via limbaugh support donald trump have never greater right,"tf.Tensor(2, shape=(), dtype=int32)"
 11 support donald trump firm believ start populist reactionari chain across western world not bigot not evil someon doesn t care can t say do ll happili hug american flag condemn terrorist,"tf.Tensor(0, shape=(), dtype=int32)"
 hey bill work 1 donald j trump 2 american peopl pick one impeachbillbarr,"tf.Tensor(1, shape=(), dtype=int32)"
 hous intellig committe releas more transcript close door testimoni presid donald trump impeach inquiri two wit juli 25 call ukrain,"tf.Tensor(2, shape=(), dtype=int32)"
 better donald trump berni sander certain,"tf.Tensor(2, shape=(), dtype=int32)"
 us nation debt have rise 5 674 178 209 886 86 2000 22 027 424 114 818 60 2019 corrupt greed and wreckless spend have hallmark presid georg w bush gop barack h obama dem and donald j trump gop,"tf.Tensor(0, shape=(), dtype=int32)"
 william presid lmao mean presid donald trump presid fyi montel,"tf.Tensor(2, shape=(), dtype=int32)"
 friend make angri hear also look like most don t care say anyth fight till die defend man have do more presid ever have life time 66 lot presid donald trump have work,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump announc revolutionari healthcar transpar rule via,"tf.Tensor(1, shape=(), dtype=int32)"
 mean yeah fuck obama trump do escal drone strike stop report civilian casualti order tamp down bad headlin meaning wors anyon claim otherwis hasn t do homework,"tf.Tensor(0, shape=(), dtype=int32)"
 hey god die day elect no god not trump side rise like phoenix donald drag way slammer impeachthemftraitornow,"tf.Tensor(0, shape=(), dtype=int32)"
 🤔,"tf.Tensor(1, shape=(), dtype=int32)"
 worthi read dave egger donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 2 have ag barr forget moscowmitch say singular goal senat make barack obama one term presid ag barr should focus duti ag unit state instead act attorney donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 fox news more like trump impeach shield new york time polit politicalparti potus,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump remind kind bulli threaten kick nut don t give lunch money kick nut even give lunch money presid,"tf.Tensor(2, shape=(), dtype=int32)"
 harvard constitut law professor laurenc tribe dump donald trump polit alli defend dissect latest develop impeach inquiri presid via,"tf.Tensor(2, shape=(), dtype=int32)"
 cnn newli releas testimoni two aid describ concern listen presid donald trump discuss polit investig ukrainian presid volodymyr zelenski juli 25 phone call heart hous impeach inquiri,"tf.Tensor(0, shape=(), dtype=int32)"
 stop fool use like absolut hate fuck gut presid donald j trump greatest presid god ever creat re scam artist,"tf.Tensor(0, shape=(), dtype=int32)"
 damn trump attend one alabama game lose first time home like 4 year trumpcurs real stay fvck away kid flag footbal game donald prayer tua 😢,"tf.Tensor(0, shape=(), dtype=int32)"
 dt want doj and state dept 2 conduct investig ua corrupt dod do b4 congression fund approv 6 mo ago conclud suffici sign advanc legit anti corrupt investig look like,"tf.Tensor(0, shape=(), dtype=int32)"
 2025 presid donald trump jr,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 hockey hit donaldtrump via funni actual hilari,"tf.Tensor(2, shape=(), dtype=int32)"
 hot take donald trump look like mountain goat never learn read hottak,"tf.Tensor(2, shape=(), dtype=int32)"
 yeah whole world problem might not occur 2 u cult member mayb problem donald trump messiah u lot put ur bet 😂 😆,"tf.Tensor(2, shape=(), dtype=int32)"
 david holm close door testimoni confirm know donald trump gordon sondland mother jone,"tf.Tensor(1, shape=(), dtype=int32)"
 sorri didn t know have toe line come trump conserv talk radio via,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump get bone spur examin while walter reed,"tf.Tensor(1, shape=(), dtype=int32)"
 want give name ll destroy career donald trump potus donaldtrump trump trumpprotest,"tf.Tensor(1, shape=(), dtype=int32)"
 presid donald j trump best command chief lifetim,"tf.Tensor(2, shape=(), dtype=int32)"
 best toni mckraken aper simone247 terrenc sicario answer no don t want due process want get trump lose elect,"tf.Tensor(2, shape=(), dtype=int32)"
 ve want report call trump longest trump thin skin know can t take someon say someth back say oh no no one suppos say anyth bad donald j trump can treat peopl like dirt ok,"tf.Tensor(0, shape=(), dtype=int32)"
 world hat donald trump bring u down,"tf.Tensor(0, shape=(), dtype=int32)"
 killick can also thank bori johnson donald trump scott morrison current power,"tf.Tensor(2, shape=(), dtype=int32)"
 job uphold constiut unit state job not act shill pab donald trump votebluenomatterwho bluewave2020,"tf.Tensor(1, shape=(), dtype=int32)"
 don t understand peopl normal understand donald trump utter incap tie shoe lace sudden think capabl success interven foreign countri order support democraci,"tf.Tensor(2, shape=(), dtype=int32)"
 republican have tear up unsay social agreement have donald trump onli tear up end still pretend hold democrat,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump rank worst presid us histori near 200 polit scientist via,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump have spend 4 year pander scar white racist politician pander,"tf.Tensor(0, shape=(), dtype=int32)"
 david holm close door testimoni confirm know donald trump gordon sondland via,"tf.Tensor(1, shape=(), dtype=int32)"
 ps kind like nanci pelosi and adam schiff 2nd coup against presid unit state specif against donald trump would,"tf.Tensor(2, shape=(), dtype=int32)"
 silverman say show cut manag replay part 2015 interview conduct trump confid roger stone show page have remov station websit link show give 404 error notfound,"tf.Tensor(2, shape=(), dtype=int32)"
 schiff insan send charlatan white hous back golden throne come schiff say know vote do build anoth big beauti wave vote,"tf.Tensor(2, shape=(), dtype=int32)"
 yet presid donald john trump crush nomine snowflak,"tf.Tensor(1, shape=(), dtype=int32)"
 presid donald trump spot toilet paper shoe also kid button yer coat wear hat glove ya win t get cold front photograph 🙄,"tf.Tensor(0, shape=(), dtype=int32)"
 lamboneria y creencia,"tf.Tensor(1, shape=(), dtype=int32)"
 presid donald trump saturday undergo portion annual physic walter reed nation militari medic center bethesda md white hous say usnew usrc,"tf.Tensor(0, shape=(), dtype=int32)"
 donald j trump pardon roger stone sign petit via,"tf.Tensor(1, shape=(), dtype=int32)"
 never republican never republican have abandon american valu keep unqualifi crimin donald trump offic never trust republican,"tf.Tensor(0, shape=(), dtype=int32)"
 govern man door close not welcom anymor heck yeah love donald trump man have chair tabl day life dem leader can eat trashcan voter dem keep poor,"tf.Tensor(2, shape=(), dtype=int32)"
 dave egger take donald trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 field report novemb 17 2019 messag potus 45 via j trump,"tf.Tensor(1, shape=(), dtype=int32)"
 white nationalist tarnish white hous squad send white nationalist donald trump and stephen miller back come,"tf.Tensor(1, shape=(), dtype=int32)"
 true donald trump do mock disabl report,"tf.Tensor(2, shape=(), dtype=int32)"
 see do impeach,"tf.Tensor(1, shape=(), dtype=int32)"
 not toofarleft donald j trump do amaz job forev troll fragil snowflak do better job presid histori countri do ok keep hide truth spread hate propaganda maga 🤣,"tf.Tensor(2, shape=(), dtype=int32)"
 sad rodger stone prison hope presid pardon someon hope peopl end up go prison have do bull crap hard american vote donald trump,"tf.Tensor(0, shape=(), dtype=int32)"
 pardonrogerstonenow freerogerston,"tf.Tensor(1, shape=(), dtype=int32)"
 knus radio host craig silverman take air midshow critic trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 leavitt guy ridicul donald trump put down former ambassador ukrain look re call young girl re hypocrit,"tf.Tensor(0, shape=(), dtype=int32)"
 knus radio host craig silverman take air midshow critic trump cannot not toe strict trump parti line,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump undergo part physic month ahead schedul cbs news,"tf.Tensor(1, shape=(), dtype=int32)"
 view host ana navarro drag donald trump jr ever hear self awar 👏,"tf.Tensor(2, shape=(), dtype=int32)"
 russian have flock donald trump florida,"tf.Tensor(1, shape=(), dtype=int32)"
 third elect democrat cohort weapon intel agenc against donald j trump convict come justiceiscom,"tf.Tensor(1, shape=(), dtype=int32)"
 not enough fealti via,"tf.Tensor(0, shape=(), dtype=int32)"
 believ donald trump get physic walter reed saturday night chris christi have bridg sell,"tf.Tensor(1, shape=(), dtype=int32)"
 surpris jim jordan doesn t have collar donald trump attack dog,"tf.Tensor(1, shape=(), dtype=int32)"
 say person definit doesn t consid trump support whole preced absolut sham honest onli make more inclin support donald much evid corrupt accus corrupt joke 🤷,"tf.Tensor(2, shape=(), dtype=int32)"
 obama fire bush ambassador onli wrong donald trump do trump2020 don t cri trump2020landslid 😂 🤣,"tf.Tensor(0, shape=(), dtype=int32)"
 judg final 25 million victim donald trump fraudul univers,"tf.Tensor(1, shape=(), dtype=int32)"
